"","study_id","es_id","yi","vi","title","year","file_drawer","prop_women","video_know","stim","proc","proc_aware","w_v_b"
"166",83,166,-0.075555935,0.033366381,"Registered Replication Report: Strack, Martin, &amp; Stepper (1988); Pacheco-Unguetti",2016,"no",0.243243243,"yes","pictures","incidental-suppress",NA,"between"
"167",84,167,0.017208374,0.035727,"Registered Replication Report: Strack, Martin, &amp; Stepper (1988); Talarico",2016,"no",0.232704403,"yes","pictures","incidental-suppress",NA,"between"
"168",85,168,0.125856273,0.030830153,"Registered Replication Report: Strack, Martin, &amp; Stepper (1988); Wagenmakers",2016,"no",0.370165746,"yes","pictures","incidental-suppress",NA,"between"
"169",86,169,-0.140027336,0.03650091,"Registered Replication Report: Strack, Martin, &amp; Stepper (1988); Wayand",2016,"no",0.18,"yes","pictures","incidental-suppress",NA,"between"
"170",87,170,0.250711264,0.03753238,"Registered Replication Report: Strack, Martin, &amp; Stepper (1988); Zeelenberg",2016,"no",0.227586207,"yes","pictures","incidental-suppress",NA,"between"
"171",88,171,-0.032589507,0.058088504,"Respiratory sinus arrhythmia, emotion, and emotion regulation during social interaction",2006,"no",1,"no","film","suppress-control","yes","between"
"172",89,172,0.61610317,0.079079548,"Resting RSA is associated with natural and self-regulated responses to negative emotional stimuli",2004,"no",0.495145631,"yes","film","exaggerate-control","yes","between"
"173",89,173,0.162049355,0.080390805,"Resting RSA is associated with natural and self-regulated responses to negative emotional stimuli",2004,"no",0.495145631,"yes","film","exaggerate-control","yes","between"
"174",90,174,0.463964608,0.029148199,"Self-attribution of emotion: the effects of expressive behavior on the quality of emotional experience.",1974,"no",NA,"no","pictures","exp.pose-exp.pose",NA,"within"
"175",90,175,0.435587927,0.028812327,"Self-attribution of emotion: the effects of expressive behavior on the quality of emotional experience.",1974,"no",NA,"no","pictures","exp.pose-exp.pose",NA,"within"
"176",90,176,0.394368249,0.028362188,"Self-attribution of emotion: the effects of expressive behavior on the quality of emotional experience.",1974,"no",NA,"no","pictures","exp.pose-exp.pose",NA,"within"
"177",91,177,0.134227759,0.038808021,"Self-attribution of emotion: the effects of expressive behavior on the quality of emotional experience.",1974,"no",NA,"no","pictures","exp.pose-exp.pose",NA,"within"
"178",91,178,0.549125178,0.044260355,"Self-attribution of emotion: the effects of expressive behavior on the quality of emotional experience.",1974,"no",NA,"no","pictures","exp.pose-exp.pose",NA,"within"
"179",92,179,1.40981743,0.036922085,"Separate and combined effects of facial expressions and bodily postures on emotional feelings.",1999,"no",0.333333333,"yes",NA,"exp.pose-exp.pose",NA,"within"
"180",92,180,0.289856286,0.019296451,"Separate and combined effects of facial expressions and bodily postures on emotional feelings.",1999,"no",0.333333333,"yes",NA,"exp.pose-exp.pose",NA,"within"
"181",92,181,1.177115904,0.031348165,"Separate and combined effects of facial expressions and bodily postures on emotional feelings.",1999,"no",0.333333333,"yes",NA,"exp.pose-exp.pose",NA,"within"
"182",92,182,1.212497423,0.032131019,"Separate and combined effects of facial expressions and bodily postures on emotional feelings.",1999,"no",0.333333333,"yes",NA,"exp.pose-exp.pose",NA,"within"
"183",141,183,0.850139725,0.140689315,"Smiling After Thinking Increases Reliance on Thoughts",2013,"no",NA,"no","stories","incidental-suppress",NA,"between"
"184",93,184,0.579817898,0.094917636,"Smiling into happiness: Conditioning positive affect",2014,"yes",0.818181818,"yes","film","incidental-control","no","between"
"185",93,185,0.287708971,0.09203795,"Smiling into happiness: Conditioning positive affect",2014,"yes",0.818181818,"yes","film","incidental-control","no","between"
"186",94,186,0.208936702,0.046446694,"Stop laughing! Humor perception with and without expressive suppression",2012,"no",1,"no","pictures","suppress-control","yes","within"
"187",95,187,-0.644305877,0.131976603,"Up- and down-regulating facial disgust: Affective, vagal, sympathetic, and respiratory consequences",2006,"no",0.52173913,"yes","film","exaggerate-control","yes","between"
"188",95,188,0.055203116,0.116710201,"Up- and down-regulating facial disgust: Affective, vagal, sympathetic, and respiratory consequences",2006,"no",0.52173913,"yes","film","suppress-control","yes","between"
"189",95,189,-0.382178772,0.110797321,"Up- and down-regulating facial disgust: Affective, vagal, sympathetic, and respiratory consequences",2006,"no",0.52173913,"yes","film","suppress-exaggerate",NA,"between"
"190",96,190,0.086238391,0.097651671,"The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being",2016,"no",0.504065041,"no","social context","exaggerate-control","yes","between"
"191",96,191,-0.38701524,0.099387571,"The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being",2016,"no",0.504065041,"no","social context","exaggerate-control","yes","between"
"192",96,192,0.799119552,0.105348684,"The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being",2016,"no",0.504065041,"no","social context","suppress-control","yes","between"
"193",96,193,-0.336353304,0.098940653,"The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being",2016,"no",0.504065041,"no","social context","suppress-control","yes","between"
"194",96,194,0.982832455,0.109340971,"The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being",2016,"no",0.504065041,"no","social context","suppress-exaggerate",NA,"between"
"195",96,195,-0.672227478,0.103071827,"The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being",2016,"no",0.504065041,"no","social context","suppress-exaggerate",NA,"between"
"196",97,196,0.991924409,0.161159637,"The connection between facial expression and emotional experience",2008,"yes",0.642857143,"yes","film","suppress-control","yes","between"
"197",97,197,0.874531148,0.157246971,"The connection between facial expression and emotional experience",2008,"yes",0.642857143,"yes","film","suppress-control","yes","between"
"198",98,198,0.263497955,0.130286524,"The connection between facial expression and emotional experience",2008,"yes",0.52173913,"yes","film","exp.pose-suppress",NA,"between"
"199",98,199,-0.187620895,0.133920027,"The connection between facial expression and emotional experience",2008,"yes",0.52173913,"yes","film","exp.pose-suppress",NA,"between"
"200",99,200,0.097123527,0.058943819,"The effects of BOTOX injections on emotional experience.",2010,"no",1,"no","film","Botox-control",NA,"between"
"201",99,201,0.053388987,0.058895418,"The effects of BOTOX injections on emotional experience.",2010,"no",1,"no","film","Botox-control",NA,"between"
"202",99,202,-0.15121523,0.059042592,"The effects of BOTOX injections on emotional experience.",2010,"no",1,"no","film","Botox-control",NA,"between"
"203",100,203,-0.105058189,0.029574077,"The electrocortical modulation effects of different emotion regulation strategies",2015,"no",1,"yes","pictures","suppress-control","yes","within"
"204",101,204,-0.275957697,0.037074154,"The facilitative effect of facial expression on the self-generation of emotion.",1992,"no",1,"no",NA,"exaggerate-control","yes","within"
"205",101,205,0.136316703,0.036046111,"The facilitative effect of facial expression on the self-generation of emotion.",1992,"no",1,"no",NA,"exaggerate-control","yes","within"
"206",101,206,-0.260338482,0.036924574,"The facilitative effect of facial expression on the self-generation of emotion.",1992,"no",1,"no",NA,"exaggerate-control","yes","within"
"207",101,207,-0.156236761,0.036150177,"The facilitative effect of facial expression on the self-generation of emotion.",1992,"no",1,"no",NA,"exaggerate-control","yes","within"
"208",102,208,-0.394968353,0.02695,"The Influence of Facial Feedback on Race Bias.",2006,"no",NA,"no",NA,"incidental-control","no","within"
"209",103,209,0.800367563,0.07766436,"The Neural Bases of Emotion Regulation: Reappraisal and Suppression of Negative Emotion",2008,"no",1,"yes","film","suppress-control","yes","within"
"210",104,210,0.412607518,0.145897231,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","between"
"211",104,211,0.621095931,0.08520572,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","within"
"212",104,212,0.515143605,0.147595945,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","between"
"213",104,213,0.125278348,0.071989095,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","within"
"214",104,214,0.686763339,0.151279355,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","between"
"215",104,215,0.416365441,0.077620006,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","within"
"216",104,216,0.347560544,0.145014256,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","between"
"217",104,217,0.136917804,0.072098089,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.766666667,"no",NA,"incidental-control","no","within"
"218",105,218,0.734971702,0.147408745,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","between"
"219",105,219,0.6304951,0.079917469,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","within"
"220",105,220,0.401157582,0.140869849,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","between"
"221",105,221,0,0.066666667,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","within"
"222",105,222,0.079745657,0.138204882,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","between"
"223",105,223,-0.253362542,0.068806419,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","within"
"224",105,224,0.034736155,0.138116042,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","between"
"225",105,225,-0.060178513,0.066787382,"The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.",2013,"no",0.806451613,"no",NA,"incidental-control","no","within"
"226",106,226,-0.08224009,0.014755613,"The sex differences in regulating unpleasant emotion by expressive suppression: Extraversion matters",2016,"no",0.514705882,"no","pictures","suppress-control","yes","within"
"227",107,227,-0.102530403,0.166885677,"The social consequences of expressive suppression",2003,"no",1,"yes","social context","suppress-control","yes","between"
"228",108,228,-0.834973256,0.103537861,"The social consequences of expressive suppression",2003,"no",1,"yes","social context","suppress-control","yes","between"
"229",109,229,0.512754002,0.023572049,"The voluntary facial action technique: A method to test the facial feedback hypothesis.",2011,"no",0.5,"no",NA,"incidental-incidental",NA,"within"
"230",110,230,0.100020831,0.010468772,"The voluntary facial action technique: A method to test the facial feedback hypothesis.",2011,"no",0.5,"no","pictures","incidental-incidental",NA,"within"
"231",110,231,0.321495529,0.010954997,"The voluntary facial action technique: A method to test the facial feedback hypothesis.",2011,"no",0.5,"no","pictures","incidental-incidental",NA,"within"
"232",111,232,0.055055858,0.016418288,"The voluntary facial action technique: A method to test the facial feedback hypothesis.",2011,"no",0.508196721,"no",NA,"incidental-incidental",NA,"within"
"233",111,233,0.309849249,0.017180382,"The voluntary facial action technique: A method to test the facial feedback hypothesis.",2011,"no",0.508196721,"no","pictures","incidental-incidental",NA,"within"
"234",111,234,0.341858469,0.017351371,"The voluntary facial action technique: A method to test the facial feedback hypothesis.",2011,"no",0.508196721,"no","pictures","incidental-incidental",NA,"within"
"235",112,235,0.913248383,0.070850565,"Timing effects of antecedent- and response-focused emotion regulation strategies",2013,"no",0.5,"no","pictures","suppress-control","yes","within"
"236",113,236,0.041767996,0.226236386,"Weeping propensity and the effects of laboratory expression and inhibition",1996,"no",1,"no","film","suppress-exaggerate",NA,"between"
"237",113,237,0.906616171,0.275686028,"Weeping propensity and the effects of laboratory expression and inhibition",1996,"no",1,"no","film","suppress-exaggerate",NA,"between"
"238",114,238,0.486146098,0.015748859,"The effect of facial expressions on the evaluation of ambiguous statements",2015,"no",0.76056338,"no","pictures","exp.pose-exp.pose",NA,"within"
"239",115,239,1.891784382,0.103312003,"Affect-specific activation of shared networks for perception and execution of facial expressions",2013,"no",0.53125,"yes","pictures","exp.pose-control","yes","within"
"240",115,240,1.139304531,0.061074348,"Affect-specific activation of shared networks for perception and execution of facial expressions",2013,"no",0.53125,"yes","pictures","exp.pose-control","yes","within"
"241",116,241,-0.159808664,0.055732908,"Are we puppets on a string? The contextual meaning of unconscious expressive cues",2004,"no",NA,"no","pictures","exp.pose-exp.pose",NA,"between"
"242",117,242,-2.159693168,0.111071243,"Emotional responding following experimental manipulation of facial electromyographic activity.",1987,"no",1,"yes","social context","exaggerate-control","yes","within"
"243",117,243,-2.071391876,0.104844405,"Emotional responding following experimental manipulation of facial electromyographic activity.",1987,"no",1,"yes","imagined scenarios","exaggerate-control","yes","within"
"244",117,244,4.731594915,0.406466507,"Emotional responding following experimental manipulation of facial electromyographic activity.",1987,"no",1,"yes","imagined scenarios","suppress-control","yes","within"
"245",117,245,1.67171813,0.079910692,"Emotional responding following experimental manipulation of facial electromyographic activity.",1987,"no",1,"yes","imagined scenarios","suppress-control","yes","within"
"246",117,246,2.484383796,0.136202714,"Emotional responding following experimental manipulation of facial electromyographic activity.",1987,"no",1,"yes","imagined scenarios","suppress-exaggerate",NA,"within"
"247",117,247,-0.250453192,0.03437878,"Emotional responding following experimental manipulation of facial electromyographic activity.",1987,"no",1,"yes","imagined scenarios","suppress-exaggerate",NA,"within"
"248",118,248,-0.573044997,0.048507929,"Neuromodulation of Emotion Using Functional Electrical Stimulation Applied to Facial Muscles",2014,"no",0.5,"no",NA,"exp.pose-control","yes","within"
"249",118,249,-0.139887558,0.042074344,"Neuromodulation of Emotion Using Functional Electrical Stimulation Applied to Facial Muscles",2014,"no",0.5,"no",NA,"exp.pose-control","yes","within"
"250",119,250,-0.134227759,0.038808021,"Individual differences in self-attribution of emotion.",1974,"no",0.5,"no","pictures","exp.pose-exp.pose",NA,"within"
"251",142,251,0.349086721,0.04080503,"Individual differences in self-attribution of emotion.",1974,"no",0.5,"no","pictures","exp.pose-exp.pose",NA,"within"
"252",120,252,0.250185117,0.038196159,"Voluntary expressive changes and emotion.",1982,"no",0.555555556,"yes",NA,"exp.pose-control","yes","within"
"253",121,253,-0.208381325,0.094258861,"Culture and Emotional Suppression",2011,"yes",0.234375,"yes","film","suppress-control","yes","between"
"254",121,254,-0.208381325,0.094258861,"Culture and Emotional Suppression",2011,"yes",0.234375,"yes","film","suppress-control","yes","between"
"255",121,255,-0.208381325,0.094258861,"Culture and Emotional Suppression",2011,"yes",0.234375,"yes","film","suppress-control","yes","between"
"256",121,256,-0.208381325,0.094258861,"Culture and Emotional Suppression",2011,"yes",0.234375,"yes","film","suppress-control","yes","between"
"257",122,257,0.274965563,0.015724288,"On the activation of sensorimotor systems during the processing of emotionally-laden stimuli",2013,"no",0.712121212,"no",NA,"incidental-control","no","within"
"258",123,258,0.375956492,0.015980174,"On the activation of sensorimotor systems during the processing of emotionally-laden stimuli",2013,"no",0.611940299,"no",NA,"incidental-control","no","within"
"259",124,259,-0.252024771,0.137326007,"The Influence of Facial Feedback on Race Bias.",2006,"no",NA,"no",NA,"incidental-control","no","between"
"260",125,260,0.394366701,0.07566504,"Emotion regulation and memory: The cognitive costs of keeping one's cool",2000,"no",1,"no","pictures","suppress-control","yes","between"
"261",126,261,1.11387355,0.247519133,"Facial feedback mechanisms in autistic spectrum disorders.",2008,"no",NA,"no",NA,NA,NA,"between"
"262",127,262,0.3038998,0.197374514,"The role of facial response in the experience of emotion",1979,"no",NA,"yes",NA,"exp.pose-control","yes","between"
"263",127,263,0.3038998,0.197374514,"The role of facial response in the experience of emotion",1979,"no",NA,"yes",NA,"exp.pose-control","yes","between"
"264",127,264,0.3038998,0.197374514,"The role of facial response in the experience of emotion",1979,"no",NA,"yes","film","exp.pose-control","yes","between"
"265",127,265,0.3038998,0.197374514,"The role of facial response in the experience of emotion",1979,"no",NA,"yes","film","exp.pose-control","yes","between"
"266",128,266,0.163714342,0.058471247,"The effects of facial control and facial mimicry on subjective reactions to comedy routines.",1989,"no",0.465753425,"no","film","suppress-control","yes","between"
"267",129,267,0.09894602,0.080097903,"Working memory capacity and the self-regulation of emotional expression and experience.",2008,"no",0.62,NA,"film","suppress-control","yes","between"
"268",130,268,-0.049074773,0.02085842,"Emotional empathy, facial reactions, and facial feedback.",2010,"yes",NA,"no","film","incidental-suppress",NA,"within"
"269",130,269,-0.35362704,0.022135959,"Emotional empathy, facial reactions, and facial feedback.",2010,"yes",NA,"no","film","incidental-suppress",NA,"within"
"270",131,270,0.494478605,0.025505785,"Emotional empathy, facial reactions, and facial feedback.",2010,"yes",0.511363636,"no","film","exp.pose-exp.pose",NA,"within"
"271",131,271,0.313571798,0.023844628,"Emotional empathy, facial reactions, and facial feedback.",2010,"yes",0.511363636,"no","film","exp.pose-exp.pose",NA,"within"
"272",132,272,-0.057914051,0.037282705,"INTUITION AND FACIAL FEEDBACK",2010,"yes",0.740740741,"no","pictures","incidental-control","no","between"
"273",132,273,-0.216694536,0.037485822,"INTUITION AND FACIAL FEEDBACK",2010,"yes",0.740740741,"no","pictures","incidental-control","no","between"
"274",132,274,-0.057914051,0.037282705,"INTUITION AND FACIAL FEEDBACK",2010,"yes",0.740740741,"no","pictures","incidental-suppress",NA,"between"
"275",132,275,-0.216694536,0.037485822,"INTUITION AND FACIAL FEEDBACK",2010,"yes",0.740740741,"no","pictures","incidental-suppress",NA,"between"
"276",133,276,0.344023651,0.033099254,"How the experience of emotion is modulated by facial feedback",NA,"yes",0.5,"no","pictures","incidental-incidental",NA,"within"
"277",134,277,0.174249995,0.015862211,"How the experience of emotion is modulated by facial feedback",NA,"yes",0.5,"no","pictures","incidental-incidental",NA,"within"
"278",135,278,0.364658869,0.033327751,"Sven Sderkvist and Ulf Dimberg unpublished data",NA,"yes",0.5,"no","pictures","incidental-incidental",NA,"within"
"279",136,279,0.849225744,0.106355907,"Face the noise: embodied responses to nonverbal vocalizations of discrete emotions.",2012,"no",0.855,"no","audio","suppress-control","yes","between"
"280",137,280,0.113594013,0.027956994,"Dissociable effects of conscious emotion regulation strategies on explicit and implicit memory.",2007,"no",0.5,"no","pictures","suppress-control","yes","within"
"281",138,281,-0.037028572,0.009810643,"Experiencing and regulating sadness: Physiological and cognitive effects",2009,"no",0.509803922,NA,"film","exaggerate-control","yes","within"
"282",138,282,0.033328799,0.009809367,"Experiencing and regulating sadness: Physiological and cognitive effects",2009,"no",0.509803922,NA,"film","exaggerate-control","yes","within"
"283",138,283,0,0.009803922,"Experiencing and regulating sadness: Physiological and cognitive effects",2009,"no",0.509803922,NA,"film","suppress-control","yes","within"
"284",138,284,-0.004880139,0.009804038,"Experiencing and regulating sadness: Physiological and cognitive effects",2009,"no",0.509803922,NA,"film","suppress-control","yes","within"
"285",139,285,0.537444094,0.044016272,"Facial movement, breathing, temperature, and affect: Implications of the vascular theory of emotion efference.",1997,"no",0.5,"no",NA,"incidental-incidental",NA,"within"
"286",140,286,-0.237720404,0.122179757,"Getting A Grip on Ourselves: Challenging Expectancies About Loss of Energy After Self-Control",2002,"no",0.867924528,"no","film","suppress-control","yes","between"
